 INFO  | 2017-09-25 CEST 11:14:36 | Evaluating system, bash shell and script execution
 INFO  | 2017-09-25 CEST 11:48:23 |   Processing complete for partition: partition_005_10335_orylat2_chr13_14726871_14727126; Execution time: 14.317 minutes
 INFO  | 2017-09-25 CEST 11:52:16 |   Processing complete for partition: partition_006_10349_orylat2_chr13_14747605_14747785; Execution time: 3.883 minutes
 INFO  | 2017-09-25 CEST 11:54:25 |   Processing complete for partition: partition_007_10434_orylat2_chr13_14895221_14895401; Execution time: 2.150 minutes
 INFO  | 2017-09-25 CEST 11:57:25 |   Processing complete for partition: partition_008_10604_orylat2_chr13_17393231_17393411; Execution time: 3.000 minutes
 INFO  | 2017-09-25 CEST 12:00:26 |   Processing complete for partition: partition_009_10878_orylat2_chr13_22551206_22551385; Execution time: 3.017 minutes
 INFO  | 2017-09-25 CEST 12:12:21 |   Processing complete for partition: partition_010_1094_orylat2_chr1_19834700_19834880; Execution time: 11.917 minutes
 INFO  | 2017-09-25 CEST 12:17:01 |   Processing complete for partition: partition_011_11496_orylat2_chr13_30990773_30990952; Execution time: 4.667 minutes
 INFO  | 2017-09-25 CEST 12:27:29 |   Processing complete for partition: partition_012_11838_orylat2_chr14_7626836_7627016; Execution time: 10.467 minutes
 INFO  | 2017-09-25 CEST 12:39:03 |   Processing complete for partition: partition_013_1199_orylat2_chr1_20869179_20869358; Execution time: 11.567 minutes
 INFO  | 2017-09-25 CEST 12:41:19 |   Processing complete for partition: partition_014_12247_orylat2_chr14_13870742_13870922; Execution time: 2.267 minutes
 INFO  | 2017-09-25 CEST 12:45:35 |   Processing complete for partition: partition_015_12343_orylat2_chr14_14326976_14327156; Execution time: 4.267 minutes
 INFO  | 2017-09-25 CEST 12:51:18 |   Processing complete for partition: partition_016_12379_orylat2_chr14_14534981_14535161; Execution time: 5.717 minutes
 INFO  | 2017-09-25 CEST 12:52:35 |   Processing complete for partition: partition_017_12390_orylat2_chr14_14557181_14557360; Execution time: 1.283 minutes
 INFO  | 2017-09-25 CEST 12:53:57 |   Processing complete for partition: partition_018_12746_orylat2_chr14_17526526_17526706; Execution time: 1.367 minutes
 INFO  | 2017-09-25 CEST 12:57:12 |   Processing complete for partition: partition_019_12935_orylat2_chr14_18807458_18807637; Execution time: 3.250 minutes
 INFO  | 2017-09-25 CEST 12:58:49 |   Processing complete for partition: partition_020_12961_orylat2_chr14_19155633_19155813; Execution time: 1.617 minutes
 INFO  | 2017-09-25 CEST 13:01:25 |   Processing complete for partition: partition_021_13009_orylat2_chr14_19750656_19750836; Execution time: 2.600 minutes
 INFO  | 2017-09-25 CEST 13:04:16 |   Processing complete for partition: partition_022_13051_orylat2_chr14_20184243_20184422; Execution time: 2.850 minutes
 INFO  | 2017-09-25 CEST 13:06:42 |   Processing complete for partition: partition_023_13188_orylat2_chr14_22050940_22051120; Execution time: 2.433 minutes
 INFO  | 2017-09-25 CEST 13:07:34 |   Processing complete for partition: partition_024_1320_orylat2_chr1_21206085_21206265; Execution time: 0.867 minutes
 INFO  | 2017-09-25 CEST 13:09:46 |   Processing complete for partition: partition_025_13342_orylat2_chr14_23205263_23205442; Execution time: 2.200 minutes
 INFO  | 2017-09-25 CEST 13:10:25 |   Processing complete for partition: partition_026_13534_orylat2_chr14_29182490_29182669; Execution time: 0.650 minutes
 INFO  | 2017-09-25 CEST 13:11:13 |   Processing complete for partition: partition_027_13680_orylat2_chr14_31599989_31600168; Execution time: 0.800 minutes
 INFO  | 2017-09-25 CEST 13:12:50 |   Processing complete for partition: partition_028_13793_orylat2_chr15_666103_666283; Execution time: 1.617 minutes
 INFO  | 2017-09-25 CEST 13:14:28 |   Processing complete for partition: partition_029_14043_orylat2_chr15_6948623_6948802; Execution time: 1.633 minutes
 INFO  | 2017-09-25 CEST 13:15:43 |   Processing complete for partition: partition_030_14059_orylat2_chr15_7038351_7038531; Execution time: 1.250 minutes
 INFO  | 2017-09-25 CEST 13:17:14 |   Processing complete for partition: partition_031_14069_orylat2_chr15_7082580_7082760; Execution time: 1.517 minutes
 INFO  | 2017-09-25 CEST 13:17:52 |   Processing complete for partition: partition_032_14082_orylat2_chr15_7109080_7109260; Execution time: 0.633 minutes
 INFO  | 2017-09-25 CEST 13:18:43 |   Processing complete for partition: partition_033_14102_orylat2_chr15_7228146_7228326; Execution time: 0.850 minutes
 INFO  | 2017-09-25 CEST 13:20:50 |   Processing complete for partition: partition_034_14474_orylat2_chr15_15451078_15451257; Execution time: 2.117 minutes
 INFO  | 2017-09-25 CEST 13:24:35 |   Processing complete for partition: partition_035_14496_orylat2_chr15_15501467_15501684; Execution time: 3.750 minutes
 INFO  | 2017-09-25 CEST 13:25:14 |   Processing complete for partition: partition_036_1451_orylat2_chr1_22165507_22165687; Execution time: 0.650 minutes
 INFO  | 2017-09-25 CEST 13:27:45 |   Processing complete for partition: partition_037_14657_orylat2_chr15_16152161_16152341; Execution time: 2.517 minutes
 INFO  | 2017-09-25 CEST 13:28:30 |   Processing complete for partition: partition_038_14660_orylat2_chr15_16153206_16153386; Execution time: 0.750 minutes
 INFO  | 2017-09-25 CEST 13:30:41 |   Processing complete for partition: partition_039_14880_orylat2_chr15_18108657_18108836; Execution time: 2.183 minutes
 INFO  | 2017-09-25 CEST 13:31:55 |   Processing complete for partition: partition_040_14972_orylat2_chr15_18206751_18206930; Execution time: 1.233 minutes
 INFO  | 2017-09-25 CEST 13:33:28 |   Processing complete for partition: partition_041_1521_orylat2_chr1_22306305_22306484; Execution time: 1.550 minutes
 INFO  | 2017-09-25 CEST 13:37:12 |   Processing complete for partition: partition_042_15263_orylat2_chr15_18813667_18813846; Execution time: 3.733 minutes
 INFO  | 2017-09-25 CEST 13:39:21 |   Processing complete for partition: partition_043_15364_orylat2_chr15_18842497_18842676; Execution time: 2.150 minutes
 INFO  | 2017-09-25 CEST 13:40:38 |   Processing complete for partition: partition_044_15406_orylat2_chr15_18850151_18850331; Execution time: 1.283 minutes
 INFO  | 2017-09-25 CEST 13:42:23 |   Processing complete for partition: partition_045_15475_orylat2_chr15_18870348_18870528; Execution time: 1.750 minutes
 INFO  | 2017-09-25 CEST 13:44:34 |   Processing complete for partition: partition_046_15502_orylat2_chr15_18875741_18875936; Execution time: 2.183 minutes
 INFO  | 2017-09-25 CEST 13:46:24 |   Processing complete for partition: partition_047_1556_orylat2_chr1_22390418_22390598; Execution time: 1.817 minutes
 INFO  | 2017-09-25 CEST 13:49:04 |   Processing complete for partition: partition_048_15613_orylat2_chr15_18905615_18905794; Execution time: 2.667 minutes
 INFO  | 2017-09-25 CEST 13:51:01 |   Processing complete for partition: partition_049_15703_orylat2_chr15_19419800_19419980; Execution time: 1.950 minutes
 INFO  | 2017-09-25 CEST 13:53:33 |   Processing complete for partition: partition_050_15812_orylat2_chr15_20169029_20169209; Execution time: 2.533 minutes
 INFO  | 2017-09-25 CEST 13:56:43 |   Processing complete for partition: partition_051_15831_orylat2_chr15_20209844_20210024; Execution time: 3.167 minutes
 INFO  | 2017-09-25 CEST 13:58:40 |   Processing complete for partition: partition_052_15931_orylat2_chr15_20351721_20351900; Execution time: 1.950 minutes
 INFO  | 2017-09-25 CEST 14:01:15 |   Processing complete for partition: partition_053_1607_orylat2_chr1_22461490_22461669; Execution time: 2.583 minutes
 INFO  | 2017-09-25 CEST 14:03:24 |   Processing complete for partition: partition_054_1613_orylat2_chr1_22480953_22481133; Execution time: 2.150 minutes
 INFO  | 2017-09-25 CEST 14:04:03 |   Processing complete for partition: partition_055_16368_orylat2_chr15_22258021_22258200; Execution time: 0.650 minutes
 INFO  | 2017-09-25 CEST 14:06:06 |   Processing complete for partition: partition_056_16460_orylat2_chr15_22991304_22991483; Execution time: 2.050 minutes
 INFO  | 2017-09-25 CEST 14:09:44 |   Processing complete for partition: partition_057_16494_orylat2_chr15_23044589_23044768; Execution time: 3.633 minutes
 INFO  | 2017-09-25 CEST 14:10:59 |   Processing complete for partition: partition_058_16582_orylat2_chr15_24067400_24067580; Execution time: 1.250 minutes
 INFO  | 2017-09-25 CEST 14:12:13 |   Processing complete for partition: partition_059_16614_orylat2_chr15_24313101_24313281; Execution time: 1.233 minutes
 INFO  | 2017-09-25 CEST 14:13:34 |   Processing complete for partition: partition_060_16775_orylat2_chr15_25858000_25858180; Execution time: 1.350 minutes
 INFO  | 2017-09-25 CEST 14:15:31 |   Processing complete for partition: partition_061_16905_orylat2_chr15_27216565_27216744; Execution time: 1.950 minutes
 INFO  | 2017-09-25 CEST 14:17:09 |   Processing complete for partition: partition_062_17228_orylat2_chr15_29702338_29702518; Execution time: 1.633 minutes
 INFO  | 2017-09-25 CEST 14:18:25 |   Processing complete for partition: partition_063_17230_orylat2_chr15_29720391_29720571; Execution time: 1.267 minutes
 INFO  | 2017-09-25 CEST 14:20:36 |   Processing complete for partition: partition_064_17305_orylat2_chr16_594861_595040; Execution time: 2.183 minutes
 INFO  | 2017-09-25 CEST 14:21:53 |   Processing complete for partition: partition_065_17421_orylat2_chr16_998887_999066; Execution time: 1.283 minutes
 INFO  | 2017-09-25 CEST 14:23:06 |   Processing complete for partition: partition_066_17424_orylat2_chr16_1035320_1035500; Execution time: 1.217 minutes
 INFO  | 2017-09-25 CEST 14:26:14 |   Processing complete for partition: partition_067_17450_orylat2_chr16_1092477_1092656; Execution time: 3.133 minutes
 INFO  | 2017-09-25 CEST 14:28:39 |   Processing complete for partition: partition_068_17466_orylat2_chr16_1253758_1253937; Execution time: 2.400 minutes
 INFO  | 2017-09-25 CEST 14:29:44 |   Processing complete for partition: partition_069_17557_orylat2_chr16_2216748_2216928; Execution time: 1.083 minutes
 INFO  | 2017-09-25 CEST 14:33:50 |   Processing complete for partition: partition_070_17614_orylat2_chr16_2929627_2929806; Execution time: 4.100 minutes
 INFO  | 2017-09-25 CEST 14:34:47 |   Processing complete for partition: partition_071_17684_orylat2_chr16_2999296_2999475; Execution time: 0.950 minutes
 INFO  | 2017-09-25 CEST 14:35:57 |   Processing complete for partition: partition_072_17695_orylat2_chr16_3007646_3007826; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 14:39:35 |   Processing complete for partition: partition_073_17729_orylat2_chr16_3025875_3026055; Execution time: 3.633 minutes
 INFO  | 2017-09-25 CEST 14:40:50 |   Processing complete for partition: partition_074_17763_orylat2_chr16_3062287_3062466; Execution time: 1.250 minutes
 INFO  | 2017-09-25 CEST 14:42:00 |   Processing complete for partition: partition_075_17869_orylat2_chr16_5174650_5174830; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 14:44:06 |   Processing complete for partition: partition_076_18131_orylat2_chr16_8737432_8737611; Execution time: 2.100 minutes
 INFO  | 2017-09-25 CEST 14:44:56 |   Processing complete for partition: partition_077_18240_orylat2_chr16_8912606_8912785; Execution time: 0.833 minutes
 INFO  | 2017-09-25 CEST 14:47:14 |   Processing complete for partition: partition_078_18270_orylat2_chr16_8951179_8951358; Execution time: 2.300 minutes
 INFO  | 2017-09-25 CEST 14:48:35 |   Processing complete for partition: partition_079_19396_orylat2_chr16_18498888_18499068; Execution time: 1.350 minutes
 INFO  | 2017-09-25 CEST 14:50:14 |   Processing complete for partition: partition_080_19564_orylat2_chr16_21073470_21073650; Execution time: 1.650 minutes
 INFO  | 2017-09-25 CEST 14:53:19 |   Processing complete for partition: partition_081_19592_orylat2_chr16_21174511_21174690; Execution time: 3.083 minutes
 INFO  | 2017-09-25 CEST 14:53:56 |   Processing complete for partition: partition_082_19796_orylat2_chr16_25349518_25349698; Execution time: 0.617 minutes
 INFO  | 2017-09-25 CEST 14:56:09 |   Processing complete for partition: partition_083_19842_orylat2_chr16_26336373_26336552; Execution time: 2.217 minutes
 INFO  | 2017-09-25 CEST 14:57:22 |   Processing complete for partition: partition_084_20115_orylat2_chr16_28692769_28692948; Execution time: 1.217 minutes
 INFO  | 2017-09-25 CEST 15:01:44 |   Processing complete for partition: partition_085_20333_orylat2_chr17_4219689_4219868; Execution time: 4.367 minutes
 INFO  | 2017-09-25 CEST 15:03:50 |   Processing complete for partition: partition_086_20373_orylat2_chr17_4419583_4419762; Execution time: 2.100 minutes
 INFO  | 2017-09-25 CEST 15:05:06 |   Processing complete for partition: partition_087_21338_orylat2_chr17_20504980_20505159; Execution time: 1.267 minutes
 INFO  | 2017-09-25 CEST 15:06:16 |   Processing complete for partition: partition_088_21398_orylat2_chr17_21492610_21492790; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 15:07:28 |   Processing complete for partition: partition_089_21914_orylat2_chr17_25795188_25795368; Execution time: 1.200 minutes
 INFO  | 2017-09-25 CEST 15:09:19 |   Processing complete for partition: partition_090_21928_orylat2_chr17_25811503_25811682; Execution time: 1.850 minutes
 INFO  | 2017-09-25 CEST 15:13:34 |   Processing complete for partition: partition_091_22073_orylat2_chr17_26362394_26362573; Execution time: 4.250 minutes
 INFO  | 2017-09-25 CEST 15:15:15 |   Processing complete for partition: partition_092_22099_orylat2_chr17_26374686_26374904; Execution time: 1.683 minutes
 INFO  | 2017-09-25 CEST 15:16:35 |   Processing complete for partition: partition_093_22459_orylat2_chr17_28292288_28292468; Execution time: 1.333 minutes
 INFO  | 2017-09-25 CEST 15:19:27 |   Processing complete for partition: partition_094_22466_orylat2_chr17_28294578_28294757; Execution time: 2.867 minutes
 INFO  | 2017-09-25 CEST 15:21:09 |   Processing complete for partition: partition_095_22482_orylat2_chr17_28327362_28327541; Execution time: 1.700 minutes
 INFO  | 2017-09-25 CEST 15:21:54 |   Processing complete for partition: partition_096_22542_orylat2_chr17_28477535_28477714; Execution time: 0.750 minutes
 INFO  | 2017-09-25 CEST 15:22:28 |   Processing complete for partition: partition_097_22557_orylat2_chr17_28493527_28493707; Execution time: 0.567 minutes
 INFO  | 2017-09-25 CEST 15:23:32 |   Processing complete for partition: partition_098_22617_orylat2_chr17_28827269_28827448; Execution time: 1.067 minutes
 INFO  | 2017-09-25 CEST 15:30:29 |   Processing complete for partition: partition_099_23196_orylat2_chr18_9386976_9387156; Execution time: 6.950 minutes
 INFO  | 2017-09-25 CEST 15:34:09 |   Processing complete for partition: partition_100_23333_orylat2_chr18_10223841_10224021; Execution time: 3.667 minutes
 INFO  | 2017-09-25 CEST 15:35:02 |   Processing complete for partition: partition_101_23439_orylat2_chr18_10861527_10861706; Execution time: 0.883 minutes
 INFO  | 2017-09-25 CEST 15:37:56 |   Processing complete for partition: partition_102_24653_orylat2_chr19_8255095_8255274; Execution time: 2.900 minutes
 INFO  | 2017-09-25 CEST 15:40:48 |   Processing complete for partition: partition_103_24740_orylat2_chr19_8765368_8765547; Execution time: 2.867 minutes
 INFO  | 2017-09-25 CEST 15:42:26 |   Processing complete for partition: partition_104_24999_orylat2_chr19_9348234_9348414; Execution time: 1.633 minutes
 INFO  | 2017-09-25 CEST 15:43:54 |   Processing complete for partition: partition_105_25240_orylat2_chr19_10206651_10206830; Execution time: 1.467 minutes
 INFO  | 2017-09-25 CEST 15:45:07 |   Processing complete for partition: partition_106_25712_orylat2_chr19_17393180_17393359; Execution time: 1.217 minutes
 INFO  | 2017-09-25 CEST 15:47:05 |   Processing complete for partition: partition_107_26033_orylat2_chr2_5354297_5354476; Execution time: 1.967 minutes
 INFO  | 2017-09-25 CEST 15:48:09 |   Processing complete for partition: partition_108_26468_orylat2_chr2_20744345_20744524; Execution time: 1.067 minutes
 INFO  | 2017-09-25 CEST 15:50:26 |   Processing complete for partition: partition_109_27645_orylat2_chr20_10534979_10535158; Execution time: 2.283 minutes
 INFO  | 2017-09-25 CEST 15:50:58 |   Processing complete for partition: partition_110_2775_orylat2_chr10_5723437_5723616; Execution time: 0.533 minutes
 INFO  | 2017-09-25 CEST 15:52:54 |   Processing complete for partition: partition_111_27901_orylat2_chr20_11011349_11011528; Execution time: 1.933 minutes
 INFO  | 2017-09-25 CEST 15:53:31 |   Processing complete for partition: partition_112_27931_orylat2_chr20_11066287_11066466; Execution time: 0.617 minutes
 INFO  | 2017-09-25 CEST 15:54:06 |   Processing complete for partition: partition_113_28115_orylat2_chr20_11834906_11835085; Execution time: 0.583 minutes
 INFO  | 2017-09-25 CEST 15:54:58 |   Processing complete for partition: partition_114_28133_orylat2_chr20_11859433_11859612; Execution time: 0.867 minutes
 INFO  | 2017-09-25 CEST 15:56:58 |   Processing complete for partition: partition_115_28145_orylat2_chr20_11870277_11870456; Execution time: 2.000 minutes
 INFO  | 2017-09-25 CEST 15:58:08 |   Processing complete for partition: partition_116_28151_orylat2_chr20_11876516_11876695; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 15:58:39 |   Processing complete for partition: partition_117_28156_orylat2_chr20_11883165_11883345; Execution time: 0.517 minutes
 INFO  | 2017-09-25 CEST 15:59:57 |   Processing complete for partition: partition_118_28350_orylat2_chr20_12047376_12047556; Execution time: 1.300 minutes
 INFO  | 2017-09-25 CEST 16:02:30 |   Processing complete for partition: partition_119_28407_orylat2_chr20_12253203_12253383; Execution time: 2.550 minutes
 INFO  | 2017-09-25 CEST 16:04:46 |   Processing complete for partition: partition_120_28648_orylat2_chr20_14608628_14608808; Execution time: 2.267 minutes
 INFO  | 2017-09-25 CEST 16:05:54 |   Processing complete for partition: partition_121_28658_orylat2_chr20_14628555_14628734; Execution time: 1.133 minutes
 INFO  | 2017-09-25 CEST 16:08:28 |   Processing complete for partition: partition_122_28686_orylat2_chr20_14713018_14713197; Execution time: 2.567 minutes
 INFO  | 2017-09-25 CEST 16:09:23 |   Processing complete for partition: partition_123_2875_orylat2_chr10_6737149_6737329; Execution time: 0.917 minutes
 INFO  | 2017-09-25 CEST 16:10:33 |   Processing complete for partition: partition_124_28783_orylat2_chr20_15373436_15373616; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 16:13:18 |   Processing complete for partition: partition_125_28851_orylat2_chr20_15461094_15461274; Execution time: 2.750 minutes
 INFO  | 2017-09-25 CEST 16:14:52 |   Processing complete for partition: partition_126_29007_orylat2_chr20_16712802_16712981; Execution time: 1.567 minutes
 INFO  | 2017-09-25 CEST 16:16:41 |   Processing complete for partition: partition_127_29060_orylat2_chr20_16776517_16776697; Execution time: 1.817 minutes
 INFO  | 2017-09-25 CEST 16:19:04 |   Processing complete for partition: partition_128_29063_orylat2_chr20_16776879_16777058; Execution time: 2.383 minutes
 INFO  | 2017-09-25 CEST 16:22:29 |   Processing complete for partition: partition_129_29083_orylat2_chr20_16794072_16794251; Execution time: 3.417 minutes
 INFO  | 2017-09-25 CEST 16:23:36 |   Processing complete for partition: partition_130_2915_orylat2_chr10_6796398_6796578; Execution time: 1.117 minutes
 INFO  | 2017-09-25 CEST 16:25:38 |   Processing complete for partition: partition_131_29191_orylat2_chr20_17683326_17683505; Execution time: 2.033 minutes
 INFO  | 2017-09-25 CEST 16:27:57 |   Processing complete for partition: partition_132_29277_orylat2_chr20_17879145_17879324; Execution time: 2.317 minutes
 INFO  | 2017-09-25 CEST 16:28:57 |   Processing complete for partition: partition_133_29398_orylat2_chr20_19110428_19110608; Execution time: 1.000 minutes
 INFO  | 2017-09-25 CEST 16:30:39 |   Processing complete for partition: partition_134_29451_orylat2_chr20_19229416_19229596; Execution time: 1.700 minutes
 INFO  | 2017-09-25 CEST 16:31:25 |   Processing complete for partition: partition_135_29510_orylat2_chr20_19834163_19834343; Execution time: 0.767 minutes
 INFO  | 2017-09-25 CEST 16:33:54 |   Processing complete for partition: partition_136_29564_orylat2_chr20_20093226_20093405; Execution time: 2.483 minutes
 INFO  | 2017-09-25 CEST 16:35:17 |   Processing complete for partition: partition_137_30022_orylat2_chr21_8285523_8285703; Execution time: 1.383 minutes
 INFO  | 2017-09-25 CEST 16:36:39 |   Processing complete for partition: partition_138_30070_orylat2_chr21_8485816_8485995; Execution time: 1.367 minutes
 INFO  | 2017-09-25 CEST 16:38:15 |   Processing complete for partition: partition_139_30074_orylat2_chr21_8507317_8507496; Execution time: 1.600 minutes
 INFO  | 2017-09-25 CEST 16:42:36 |   Processing complete for partition: partition_140_30113_orylat2_chr21_8630533_8630712; Execution time: 4.350 minutes
 INFO  | 2017-09-25 CEST 16:47:45 |   Processing complete for partition: partition_141_30255_orylat2_chr21_9252483_9252663; Execution time: 5.133 minutes
 INFO  | 2017-09-25 CEST 16:48:55 |   Processing complete for partition: partition_142_30261_orylat2_chr21_9274482_9274662; Execution time: 1.167 minutes
 INFO  | 2017-09-25 CEST 16:51:44 |   Processing complete for partition: partition_143_30268_orylat2_chr21_9305599_9305779; Execution time: 2.817 minutes
 INFO  | 2017-09-25 CEST 16:54:25 |   Processing complete for partition: partition_144_30297_orylat2_chr21_9406163_9406343; Execution time: 2.683 minutes
 INFO  | 2017-09-25 CEST 16:58:18 |   Processing complete for partition: partition_145_30309_orylat2_chr21_9426665_9426844; Execution time: 3.883 minutes
 INFO  | 2017-09-25 CEST 17:02:08 |   Processing complete for partition: partition_146_30325_orylat2_chr21_9456497_9456676; Execution time: 3.833 minutes
 INFO  | 2017-09-25 CEST 17:05:23 |   Processing complete for partition: partition_147_30337_orylat2_chr21_9465044_9465224; Execution time: 3.250 minutes
 INFO  | 2017-09-25 CEST 17:06:56 |   Processing complete for partition: partition_148_30345_orylat2_chr21_9470767_9470978; Execution time: 1.550 minutes
 INFO  | 2017-09-25 CEST 17:11:07 |   Processing complete for partition: partition_149_30375_orylat2_chr21_9498872_9499066; Execution time: 4.183 minutes
 INFO  | 2017-09-25 CEST 17:11:53 |   Processing complete for partition: partition_150_3037_orylat2_chr10_7436728_7436908; Execution time: 0.767 minutes
 INFO  | 2017-09-25 CEST 17:13:15 |   Processing complete for partition: partition_151_30405_orylat2_chr21_9535218_9535398; Execution time: 1.367 minutes
 INFO  | 2017-09-25 CEST 17:15:05 |   Processing complete for partition: partition_152_30446_orylat2_chr21_9577142_9577321; Execution time: 1.833 minutes
 INFO  | 2017-09-25 CEST 17:16:06 |   Processing complete for partition: partition_153_3082_orylat2_chr10_8058351_8058530; Execution time: 1.017 minutes
 INFO  | 2017-09-25 CEST 17:18:15 |   Processing complete for partition: partition_154_30952_orylat2_chr21_20032298_20032478; Execution time: 2.150 minutes
 INFO  | 2017-09-25 CEST 17:20:35 |   Processing complete for partition: partition_155_31232_orylat2_chr21_22583309_22583489; Execution time: 2.333 minutes
 INFO  | 2017-09-25 CEST 17:25:23 |   Processing complete for partition: partition_156_31312_orylat2_chr21_22632766_22632945; Execution time: 4.800 minutes
 INFO  | 2017-09-25 CEST 17:26:48 |   Processing complete for partition: partition_157_31320_orylat2_chr21_22643255_22643434; Execution time: 1.417 minutes
 INFO  | 2017-09-25 CEST 17:28:26 |   Processing complete for partition: partition_158_31353_orylat2_chr21_23054326_23054505; Execution time: 1.633 minutes
 INFO  | 2017-09-25 CEST 17:29:19 |   Processing complete for partition: partition_159_31365_orylat2_chr21_23062388_23062568; Execution time: 0.883 minutes
 INFO  | 2017-09-25 CEST 17:31:17 |   Processing complete for partition: partition_160_31383_orylat2_chr21_23073386_23073565; Execution time: 1.967 minutes
 INFO  | 2017-09-25 CEST 17:32:02 |   Processing complete for partition: partition_161_3145_orylat2_chr10_9250916_9251095; Execution time: 0.750 minutes
 INFO  | 2017-09-25 CEST 17:32:58 |   Processing complete for partition: partition_162_31498_orylat2_chr21_23891641_23891879; Execution time: 0.933 minutes
 INFO  | 2017-09-25 CEST 17:36:24 |   Processing complete for partition: partition_163_31502_orylat2_chr21_23902474_23902654; Execution time: 3.433 minutes
 INFO  | 2017-09-25 CEST 17:38:47 |   Processing complete for partition: partition_164_31506_orylat2_chr21_23905898_23906078; Execution time: 2.383 minutes
 INFO  | 2017-09-25 CEST 17:39:51 |   Processing complete for partition: partition_165_3152_orylat2_chr10_9288729_9288908; Execution time: 1.067 minutes
 INFO  | 2017-09-25 CEST 17:42:07 |   Processing complete for partition: partition_166_31637_orylat2_chr21_24236702_24236881; Execution time: 2.267 minutes
 INFO  | 2017-09-25 CEST 17:44:56 |   Processing complete for partition: partition_167_31678_orylat2_chr21_24287040_24287219; Execution time: 2.817 minutes
 INFO  | 2017-09-25 CEST 17:46:01 |   Processing complete for partition: partition_168_31747_orylat2_chr21_24427779_24427959; Execution time: 1.083 minutes
 INFO  | 2017-09-25 CEST 17:49:46 |   Processing complete for partition: partition_169_31753_orylat2_chr21_24442223_24442402; Execution time: 3.750 minutes
 INFO  | 2017-09-25 CEST 17:50:48 |   Processing complete for partition: partition_170_31790_orylat2_chr21_24470252_24470432; Execution time: 1.033 minutes
 INFO  | 2017-09-25 CEST 17:53:46 |   Processing complete for partition: partition_171_31837_orylat2_chr21_24496180_24496360; Execution time: 2.967 minutes
 INFO  | 2017-09-25 CEST 17:57:31 |   Processing complete for partition: partition_172_31882_orylat2_chr21_24515571_24515751; Execution time: 3.750 minutes
 INFO  | 2017-09-25 CEST 18:00:24 |   Processing complete for partition: partition_173_31892_orylat2_chr21_24532211_24532391; Execution time: 2.883 minutes
 INFO  | 2017-09-25 CEST 18:04:57 |   Processing complete for partition: partition_174_31907_orylat2_chr21_24592457_24592637; Execution time: 4.550 minutes
 INFO  | 2017-09-25 CEST 18:06:21 |   Processing complete for partition: partition_175_31989_orylat2_chr21_24739156_24739335; Execution time: 1.400 minutes
 INFO  | 2017-09-25 CEST 18:07:32 |   Processing complete for partition: partition_176_32115_orylat2_chr21_25482129_25482309; Execution time: 1.183 minutes
 INFO  | 2017-09-25 CEST 18:08:37 |   Processing complete for partition: partition_177_32404_orylat2_chr21_28909217_28909397; Execution time: 1.083 minutes
 INFO  | 2017-09-25 CEST 18:09:29 |   Processing complete for partition: partition_178_32527_orylat2_chr21_31744814_31744993; Execution time: 0.867 minutes
