 INFO  | 2017-10-30 CET 12:35:24 | Evaluating system, bash shell and script execution
 INFO  | 2017-10-30 CET 12:39:59 |   Processing complete for partition: partition_050_chr12_1611.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:01 |   Processing complete for partition: partition_051_chr12_2213.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:04 |   Processing complete for partition: partition_052_chr12_3865.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:06 |   Processing complete for partition: partition_053_chr12_4543.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:08 |   Processing complete for partition: partition_054_chr12_4859.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:13 |   Processing complete for partition: partition_055_chr12_5678.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:40:16 |   Processing complete for partition: partition_056_chr12_5730.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:18 |   Processing complete for partition: partition_057_chr12_5828.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:21 |   Processing complete for partition: partition_058_chr12_5837.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:23 |   Processing complete for partition: partition_059_chr12_5877.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:26 |   Processing complete for partition: partition_060_chr12_5878.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:29 |   Processing complete for partition: partition_061_chr12_5897.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:35 |   Processing complete for partition: partition_062_chr12_5903.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:40:38 |   Processing complete for partition: partition_063_chr12_5908.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:40 |   Processing complete for partition: partition_064_chr12_5913.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:42 |   Processing complete for partition: partition_065_chr12_5923.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:42 |   Processing complete for partition: partition_066_chr12_5938.phy; Execution time: 0.000 minutes
 INFO  | 2017-10-30 CET 12:40:45 |   Processing complete for partition: partition_067_chr12_5970.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:40:46 |   Processing complete for partition: partition_068_chr12_5975.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:40:54 |   Processing complete for partition: partition_069_chr12_5983.phy; Execution time: 0.133 minutes
 INFO  | 2017-10-30 CET 12:40:56 |   Processing complete for partition: partition_070_chr12_6056.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:40:58 |   Processing complete for partition: partition_071_chr13_187.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:00 |   Processing complete for partition: partition_072_chr13_2779.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:02 |   Processing complete for partition: partition_073_chr13_2790.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:05 |   Processing complete for partition: partition_074_chr13_2821.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:07 |   Processing complete for partition: partition_075_chr13_2847.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:09 |   Processing complete for partition: partition_076_chr13_2920.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:11 |   Processing complete for partition: partition_077_chr13_3033.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:13 |   Processing complete for partition: partition_078_chr13_3036.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:15 |   Processing complete for partition: partition_079_chr13_696.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:18 |   Processing complete for partition: partition_080_chr13_707.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:20 |   Processing complete for partition: partition_081_chr13_710.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:21 |   Processing complete for partition: partition_082_chr13_711.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:41:24 |   Processing complete for partition: partition_083_chr13_714.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:27 |   Processing complete for partition: partition_084_chr13_720.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:29 |   Processing complete for partition: partition_085_chr13_727.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:31 |   Processing complete for partition: partition_086_chr14_3723.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:34 |   Processing complete for partition: partition_087_chr14_3754.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:35 |   Processing complete for partition: partition_088_chr14_3774.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:41:37 |   Processing complete for partition: partition_089_chr14_715.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:40 |   Processing complete for partition: partition_090_chr14_726.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:43 |   Processing complete for partition: partition_091_chr15_2006.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:46 |   Processing complete for partition: partition_092_chr15_2007.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:48 |   Processing complete for partition: partition_093_chr17_1772.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:51 |   Processing complete for partition: partition_094_chr17_2957.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:41:52 |   Processing complete for partition: partition_095_chr17_2963.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:41:54 |   Processing complete for partition: partition_096_chr17_2965.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:41:55 |   Processing complete for partition: partition_097_chr17_2984.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:00 |   Processing complete for partition: partition_098_chr17_2991.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:42:03 |   Processing complete for partition: partition_099_chr17_3001.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:42:05 |   Processing complete for partition: partition_1000_chr8_661.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:07 |   Processing complete for partition: partition_1001_chr8_707.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:09 |   Processing complete for partition: partition_1002_chr8_709.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:13 |   Processing complete for partition: partition_1003_chr8_7440.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:42:18 |   Processing complete for partition: partition_1004_chr8_7526.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:42:21 |   Processing complete for partition: partition_1005_chr8_7531.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:42:22 |   Processing complete for partition: partition_1006_chr8_7536.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:26 |   Processing complete for partition: partition_1007_chr8_8071.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:42:27 |   Processing complete for partition: partition_1008_chr8_851.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:31 |   Processing complete for partition: partition_1009_chr8_8806.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:42:32 |   Processing complete for partition: partition_100_chr17_3004.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:34 |   Processing complete for partition: partition_1010_chr8_8832.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:37 |   Processing complete for partition: partition_1011_chr8_8835.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:42:39 |   Processing complete for partition: partition_1012_chr8_8897.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:44 |   Processing complete for partition: partition_1013_chr8_8938.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:42:46 |   Processing complete for partition: partition_1014_chr8_8942.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:47 |   Processing complete for partition: partition_1015_chr8_9141.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:49 |   Processing complete for partition: partition_1016_chr8_9158.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:42:50 |   Processing complete for partition: partition_1017_chr8_9173.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:42:53 |   Processing complete for partition: partition_1018_chr9_1152.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:42:56 |   Processing complete for partition: partition_1019_chr9_1157.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:42:59 |   Processing complete for partition: partition_101_chr17_3013.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:43:02 |   Processing complete for partition: partition_1020_chr9_1164.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:43:04 |   Processing complete for partition: partition_1021_chr9_2502.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:06 |   Processing complete for partition: partition_1022_chr9_3289.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:08 |   Processing complete for partition: partition_1023_chr9_3515.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:10 |   Processing complete for partition: partition_1024_chr9_3537.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:12 |   Processing complete for partition: partition_1025_chr9_3551.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:14 |   Processing complete for partition: partition_1026_chr9_3633.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:43:17 |   Processing complete for partition: partition_1027_chr9_3638.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:43:19 |   Processing complete for partition: partition_1028_chr9_393.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:23 |   Processing complete for partition: partition_1029_chr9_4928.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:43:25 |   Processing complete for partition: partition_102_chr17_3028.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:26 |   Processing complete for partition: partition_1030_chr9_5129.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:43:31 |   Processing complete for partition: partition_1031_chr9_5181.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:43:34 |   Processing complete for partition: partition_1032_chr9_5205.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:43:37 |   Processing complete for partition: partition_1033_chr9_5218.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:43:43 |   Processing complete for partition: partition_1034_chr9_5220.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:43:45 |   Processing complete for partition: partition_1035_chr9_5239.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:49 |   Processing complete for partition: partition_1036_chr9_5246.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:43:51 |   Processing complete for partition: partition_1037_chr9_5277.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:53 |   Processing complete for partition: partition_1038_chr9_6291.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:43:59 |   Processing complete for partition: partition_1039_chr9_6300.phy; Execution time: 0.100 minutes
 INFO  | 2017-10-30 CET 12:44:04 |   Processing complete for partition: partition_103_chr18_1424.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:44:06 |   Processing complete for partition: partition_1040_chr9_6320.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:08 |   Processing complete for partition: partition_1041_chr9_6328.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:11 |   Processing complete for partition: partition_1042_chr9_6343.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:44:13 |   Processing complete for partition: partition_1043_chr9_6388.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:16 |   Processing complete for partition: partition_1044_chr9_6414.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:44:18 |   Processing complete for partition: partition_1045_chr9_7138.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:20 |   Processing complete for partition: partition_1046_chr9_7150.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:22 |   Processing complete for partition: partition_1047_chr9_7170.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:44:51 |   Processing complete for partition: partition_1048_chr9_7189.phy; Execution time: 0.483 minutes
 INFO  | 2017-10-30 CET 12:44:56 |   Processing complete for partition: partition_1049_chr9_7434.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:45:04 |   Processing complete for partition: partition_104_chr18_1589.phy; Execution time: 0.133 minutes
 INFO  | 2017-10-30 CET 12:45:08 |   Processing complete for partition: partition_1050_chrun_random_11933.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:45:10 |   Processing complete for partition: partition_1051_chrun_random_3551.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:12 |   Processing complete for partition: partition_1052_chrun_random_5622.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:13 |   Processing complete for partition: partition_1053_chrun_random_73.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:45:23 |   Processing complete for partition: partition_1054_chrun_random_9491.phy; Execution time: 0.167 minutes
 INFO  | 2017-10-30 CET 12:45:25 |   Processing complete for partition: partition_1055_chrz_10013.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:26 |   Processing complete for partition: partition_1056_chrz_10691.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:45:31 |   Processing complete for partition: partition_1057_chrz_1072.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:45:35 |   Processing complete for partition: partition_1058_chrz_10754.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:45:40 |   Processing complete for partition: partition_1059_chrz_10804.phy; Execution time: 0.083 minutes
 INFO  | 2017-10-30 CET 12:45:42 |   Processing complete for partition: partition_105_chr18_3214.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:44 |   Processing complete for partition: partition_1060_chrz_11272.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:46 |   Processing complete for partition: partition_1061_chrz_11372.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:48 |   Processing complete for partition: partition_1062_chrz_11394.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:45:52 |   Processing complete for partition: partition_1063_chrz_11420.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:45:53 |   Processing complete for partition: partition_1064_chrz_11457.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:45:56 |   Processing complete for partition: partition_1065_chrz_11477.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:00 |   Processing complete for partition: partition_1066_chrz_11479.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:46:02 |   Processing complete for partition: partition_1067_chrz_11555.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:04 |   Processing complete for partition: partition_1068_chrz_11557.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:06 |   Processing complete for partition: partition_1069_chrz_11569.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:08 |   Processing complete for partition: partition_106_chr18_4478.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:10 |   Processing complete for partition: partition_1070_chrz_11650.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:13 |   Processing complete for partition: partition_1071_chrz_11659.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:46:14 |   Processing complete for partition: partition_1072_chrz_11684.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:17 |   Processing complete for partition: partition_1073_chrz_11901.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:46:21 |   Processing complete for partition: partition_1074_chrz_12021.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:46:28 |   Processing complete for partition: partition_1075_chrz_13094.phy; Execution time: 0.117 minutes
 INFO  | 2017-10-30 CET 12:46:29 |   Processing complete for partition: partition_1076_chrz_1319.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:30 |   Processing complete for partition: partition_1077_chrz_1402.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:33 |   Processing complete for partition: partition_1078_chrz_14208.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:46:37 |   Processing complete for partition: partition_1079_chrz_14313.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:46:40 |   Processing complete for partition: partition_107_chr18_4493.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:46:41 |   Processing complete for partition: partition_1080_chrz_14348.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:43 |   Processing complete for partition: partition_1081_chrz_14460.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:44 |   Processing complete for partition: partition_1082_chrz_14545.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:46 |   Processing complete for partition: partition_1083_chrz_14552.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:47 |   Processing complete for partition: partition_1084_chrz_14576.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:49 |   Processing complete for partition: partition_1085_chrz_14584.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:51 |   Processing complete for partition: partition_1086_chrz_14674.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:46:54 |   Processing complete for partition: partition_1087_chrz_14680.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:46:55 |   Processing complete for partition: partition_1088_chrz_1652.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:46:57 |   Processing complete for partition: partition_1089_chrz_3112.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:00 |   Processing complete for partition: partition_108_chr19_2703.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:02 |   Processing complete for partition: partition_1090_chrz_3148.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:06 |   Processing complete for partition: partition_1091_chrz_3271.phy; Execution time: 0.067 minutes
 INFO  | 2017-10-30 CET 12:47:07 |   Processing complete for partition: partition_1092_chrz_3328.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:47:08 |   Processing complete for partition: partition_1093_chrz_3524.phy; Execution time: 0.017 minutes
 INFO  | 2017-10-30 CET 12:47:10 |   Processing complete for partition: partition_1094_chrz_467.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:12 |   Processing complete for partition: partition_1095_chrz_4736.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:14 |   Processing complete for partition: partition_1096_chrz_4746.phy; Execution time: 0.033 minutes
 INFO  | 2017-10-30 CET 12:47:17 |   Processing complete for partition: partition_1097_chrz_4747.phy; Execution time: 0.050 minutes
 INFO  | 2017-10-30 CET 12:47:19 |   Processing complete for partition: partition_1098_chrz_4750.phy; Execution time: 0.033 minutes
